question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes,short_answer,design_subtype
2710,You're a growth PM for Chrome Browser. Design a 3-year strategy for the browser.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2716,"You're a PM at a pharma company; your product helps cows produce 20% more milk, lasting a month. What pricing strategy and price would you set for the product?",🟢,P13,Product Design,Vision → User Segments → Strategic Bets → Phasing → Risks,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2718,"You're a PM at a Tech Startup focused on food delivery for companies, what would you design?",🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2721,You're a PM at Airbnb. Design furniture.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2727,You're a PM at an elevator construction company. Design an elevator for a client.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2730,You're a PM at Capital One. How do you measure financial gains or losses in the first year after launching a new product?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2740,You're a PM at Instagram responsible for building the Reels feature. How would you define and measure its success?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2743,You're a PM at LinkedIn. Design features to support India's growing startup ecosystem.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2747,You're a PM at Meta. Design a product for musicians.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2748,You're a PM at Meta. Design a product for skill sharing.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2749,You're a PM at Meta. Design a product for users to find a handyman.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2754,"You're a PM at Meta. How would you measure the success of the 'Report Ad' feature for Ads, considering false positives and false negatives?",🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2755,You're a PM at Meta. What product or feature would you build for small or local businesses?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2761,You're a PM at Spotify considering adding a feature for artists to go live. Should you invest in this?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2765,You're a PM at Swiggy. How would you design a new segment for liquor on Instamart?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2768,You're a PM at Trader Joe's and you find that sales revenues are down. Design the experience for users based on competitors like Blue Apron.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2771,You're a PM at Uber; design a smartwatch app.,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2773,You're a PM at WhatsApp tasked with increasing user engagement. What features will you build and how will you prioritize and evaluate them?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2775,You're a PM at Wikipedia. What product should you build next?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2780,You're a PM for a household device. What three features would you recommend and why?,🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
2782,"You're a PM for a new device, which is a time machine. How would you design the interface?",🟢,P13,Product Design,Users → Problems → Solutions → Tradeoffs → Risks → (Optional) Success Metrics,Product design,"Define Cohorts: Group users by meaningful dimensions. By signup time: week/month cohorts to track lifecycle. By acquisition source: ads vs organic vs referral to identify quality differences. By persona: power users vs casual users vs new users. By behavior: activated vs not activated, feature adopters vs non-adopters.

Measure Retention: Build retention curve and compare cohorts. Track: D1 (day 1), D7 (week 1), D30 (month 1), W4 (week 4), M3 (month 3) retention. Compare cohorts side-by-side to spot differences. Assess: absolute level (how low is retention?) and shape (early cliff vs slow decay).

Identify Churn Drivers: Understand WHEN, WHO, and WHAT. WHEN: Day 0-1 → onboarding/activation gap. Week 1 → value not clear. Month 1+ → habit formation or competition. WHO: Which segments leave more? Specific cohorts, channels, or user types? WHAT: What changes before churn? Drop in key actions, fewer sessions, feature not used, or usage pattern shift.

Hypothesize: Generate hypotheses based on churn timing and patterns. If early drop → activation problem. If one cohort worse → acquisition mismatch. If usage drops first → value erosion. If late churn → lack of habit/reminders.

Fix: Implement targeted solutions based on hypotheses. Improve onboarding/activation for early churn. Tighten targeting if specific cohorts underperform. Reinforce core value loop if usage drops. Add retention hooks (email, push, content) for late churn. Measure cohort again to validate improvements.",
