question_id,question_text,priority,pattern_id,pattern_name,solving_formula,notes
2338,What is the goal of Airbnb hosts?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Host goals; metrics
2343,What is the most important metric for Airbnb?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Airbnb metrics; metrics definition
2344,What is the most important metric for Instagram's verified badges?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Verified badge metrics; metrics definition
2384,What key metrics would you use to measure the success of Zoom?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Zoom metrics; metrics definition
2387,What KPIs would you track to evaluate the health of a subscription-based business?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Subscription KPIs; metrics definition
2388,What KPIs would you track to measure company health?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Company health KPIs; metrics definition
2391,"What metric would you want to know about Instacart, and how would you find the data to answer that?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metric selection; metrics definition
2394,What metrics do you use to measure the success of a product launch?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Launch metrics; metrics definition
2395,What metrics would you consider for designing a robot at Facebook?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Robot metrics; metrics definition
2396,What metrics would you define for the success of Facebook Lite?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Facebook Lite metrics; metrics definition
2397,What metrics would you focus on as the PM for an e-commerce store?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,E-commerce metrics; metrics definition
2398,What metrics would you focus on as the PM for YouTube?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,YouTube metrics; metrics definition
2399,What metrics would you track for a new product launch?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Launch metrics; metrics definition
2400,What metrics would you track if we are strategizing an increase in sales of Google's wireless headset?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Sales metrics; metrics definition
2401,What metrics would you track to evaluate a new 'Top Picks' ML feature for Netflix?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,ML feature metrics; metrics definition
2403,What metrics would you track to improve operational cost?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Cost metrics; metrics definition
2404,What metrics would you track to measure organizational health?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Organizational health; metrics definition
2405,What metrics would you track upon launching a new e-commerce website and why?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,E-commerce launch metrics; metrics definition
2406,What metrics would you use for a voting system?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Voting system metrics; metrics definition
2407,What metrics would you use to evaluate product adoption and engagement?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Adoption metrics; metrics definition
2408,What metrics would you use to increase posts with comments in a group?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Engagement metrics; metrics definition
2409,What metrics would you use to measure the success of the virtual card number feature?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature success metrics; metrics definition
2414,What north star metric would you track for Facebook Events?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,NSM definition; metrics definition
2420,What percentage of users who were active on Messenger yesterday made a video call yesterday?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Usage metrics; metrics definition
2430,"What recommendation did you make based on your analysis, and what was the impact?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Analysis impact; behavioral question
2435,What should Airbnb's key north star metrics be?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,NSM definition; metrics definition
2437,What should be the north star metric for Google Photos?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,NSM definition; metrics definition
2442,What strategic reasons might Meta have for building Meta Pay? What objectives should Meta set for Meta Pay? What metrics would you use to measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Strategic analysis; metrics definition
2443,What success metrics would you create for Airbnb's homepage?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Homepage metrics; metrics definition
2477,What would you set as the goals for Facebook hashtags?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
2568,Why do you think Facebook built the dating product? How would you measure its overall impact and set North Star metrics?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; metrics definition
2569,Why do you think Meta built the bell icon for the mobile app? How would you set goals for it and how measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Feature strategy; metrics definition
2570,"Why do you think Meta invested in Workplace Chat? How would you set goals and measure the success of this product? Additionally, consider a scenario where the number of users sending messages on Wo...",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; metrics definition
2623,"Why should Meta build Facebook Events, and what metrics would you use to measure success?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Product strategy; metrics definition
2654,You are a Meta PM. Your team is tasked with ensuring no bad ads are displayed on any Meta application. What goals would you set? How would you measure success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Ad quality; metrics definition
2670,You are in charge of building a national park system in a newly formed country; how would you measure success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
2675,"You are PM in Meta, What is the goal for Facebook Pay in next 6months or 1 years? How would you think about tacking?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Goal setting; metrics definition
2695,"You launched a feature and user behavior changed, how do you define success metrics?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Success metrics; metrics definition
2709,You're a Google Ads PM. What metrics would you use to measure the success of Google Ads?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2722,You're a PM at Airbnb. What would you choose as the company's north star metric and why?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2750,"You're a PM at Meta. Explain why Meta created Rooms, an internal video-chat product similar to Zoom. How would you set goals and measure the success of this product?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2751,You're a PM at Meta. Explain why the company created Meta Pay. How would you set goals and measure the success of this product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2756,You're a PM at Meta. Why should Meta continue investing in Reels? What goals and metrics would you set?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2777,You're a PM at Zoom. What goals and metrics would you track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2786,You're a PM for a video conferencing app. What success metrics would you define for this app?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2790,You're a PM for Facebook Events. Why would Meta build this product and what metrics would you use to measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2795,"You're a PM for FB Audio Room, what metrics would you measure?",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2803,You're a PM for Horizon Worlds. What metrics do you focus on first?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2804,You're a PM for Instagram Reels. Why has Meta invested in this product? Should they invest more? What goals and metrics would you track for the next 12 months?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2808,"You're a PM for JP Morgan Chase. Define OKRs, strategy, and goals for a new DevSecOps platform.",🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2813,You're a PM for Meta's Payments Platform. How would you improve the platform and what north star metric would you use?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2814,You're a PM for Meta's Verified Badge. Why would Meta build this product and how would you set goals and success metrics for it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2818,You're a PM for Netflix's homepage. How would you set goals and what metrics will you use to measure success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2822,You're a PM for Spotify Podcasts. Why did your team add podcasts to Spotify and why before audiobooks? What metrics were used to track the product's success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2825,You're a PM for Tesla. What success metrics would you use for Tesla's 'Sales & Delivery' app?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2840,You're called in by the government of India to design the Cowin portal. What top features would you integrate for partner personas? What key metrics would indicate the platform's success and how wo...,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2844,You're launching Facebook Jobs in two weeks. What key metrics would you track to measure its success?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2850,You're PM for Facebook ads. How would you define success metrics for the team? You're considering adding GenAI capabilities to the ad creation process for new sellers. How would you decide whether ...,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2857,You're the GM of Google Photos preparing a one-page document. What key metrics would you include?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2858,You're the Head of Product at Spotify. What goals and strategies would you set?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2861,You're the PM for a calendar app. How would you design metrics for it?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2863,You're the PM for Amazon's shopping cart. What are the most important metrics for this product?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2865,You're the PM for Facebook Rooms. What goals would you set for the next 6 months?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2867,You're the PM for Instagram Reels and want to test new advertising formats. What metrics would you track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2868,You're the PM for Instagram Stories. What is your North Star metric?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2876,You're the PM of Google Doodles. What would your top three metrics be and why?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
2893,You’ve joined a program that has gone through many changes. How would you restructure it to get it back on track?,🟢,P2,NSM + KPI Ladder,Define NSM → Input KPIs → Leading Indicators → Guardrails → Dashboard,Metrics definition
